name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Kannon Head,ls_stompa_head_kannon,1,,1500,800,,350,,30,15,,,,,ENERGY,350,,0,4,1,,0,12,6,4,,750,,,,,,"SYSTEM,ANTI_FTR","no_drop, no_drop_salvage",,Blood Axes,,Multi-Role,,,,,"Fires different type of Shell based on ship's target.

%s - Fired against shielded target at long range, dealing %s .

%s - General purpose shell, dealing %s with a unreliable proximity fuse.

%s - Fired against smaller target and fighter at close range, with %s .

Have a %s to fire boom shells anyway, da boyz love da boom.",Shield Breaka| 350 Kinetic Damage | Boom Shell | 350 HE Damage | Scrap Kanister | 6 fragment with 90 HE Damage| 25%,,,,1
Belly Plating,ls_stompa_bellyarmor,,,,0,0,,,,,,,,,ENERGY,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,Increase armor by %s,100,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shooting Star,miko_autokanon,0,,1200,700,,250,100,110,10,12,24,1.5,,ENERGY,200,,,0.45,,,,3,1,1.5,,1200,,,150,,,SYSTEM,"he12, no_drop, no_drop_salvage",,Orky,,Универсальное,,,,,,,,,,19
Komet Blasta,ls_komet_blasta,0,,1200,700,,300,,110,10,12,24,1.5,,ENERGY,250,,,0.4,,,,3,1,1.5,,1200,,,150,,,SYSTEM,"he12, no_drop, no_drop_salvage",,Orky,,Универсальное,,,,,,,,,,19
Nebula Star Mk. III,ls_cometshoota_es_l,0,,300,600,,30,,15,45,0,,,,ENERGY,10,,0.015,0.045,1,,0,20,0.5,1,,1500,,,,,,"SYSTEM,PD","energy18, he17, kinetic17, pd3, no_drop, no_drop_salvage",,Orky,,Универсальное,,,,,Chance on fire to shoot supercharged shell dealing 2x damage and travel at 2x speed,,,,,
Nebula Star Mk. III,ls_cometshoota_es_r,0,,300,600,,30,,15,45,0,,,,ENERGY,10,,0.015,0.045,1,,0,20,0.5,1,,1500,,,,,,"SYSTEM,PD","energy18, he17, kinetic17, pd3, no_drop, no_drop_salvage",,Orky,,Универсальное,,,,,Chance on fire to shoot supercharged shell dealing 2x damage and travel at 2x speed,,,,,2
Nebula Star Mk. III,ls_cometshoota_l,0,,300,600,,25,,15,45,0,,,,ENERGY,10,,0.015,0.045,1,,0,10,0.5,1,,1500,,,,,,"SYSTEM,PD","energy18, he17, kinetic17, pd3, no_drop, no_drop_salvage",,Orky,,Универсальное,,,,,Chance on fire to shoot supercharged shell dealing 2x damage and travel at 2x speed,,,,,
Nebula Star Mk. III,ls_cometshoota_r,0,,300,600,,25,,15,45,0,,,,ENERGY,10,,0.015,0.045,1,,0,10,0.5,1,,1500,,,,,,"SYSTEM,PD","energy18, he17, kinetic17, pd3, no_drop, no_drop_salvage",,Orky,,Универсальное,,,,,Chance on fire to shoot supercharged shell dealing 2x damage and travel at 2x speed,,,,,2
Arty Minelayer,ls_arty_strike_minelayer,0,,200000,1000,,500,,25,30,12,30,,,HIGH_EXPLOSIVE,0,,0,3,1,,0,0,0,0,,25,25,20,500,,,SYSTEM,,,,,,,,,,,,,,,38.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanliucopter,ls_hanliucopter_launch,3,,0,2000,,6000,,20,5,,,,,HIGH_EXPLOSIVE,,,,,,,,,,,,400,50,10,1000,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Fighter Crash,ls_uh_oh_minelayer,0,,,,,500,0,25,,,,,,HIGH_EXPLOSIVE,0,,,,1,,,,,,,0,0,20,1000,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,38.5
Ramma Drone,ls_ramma_drone_minelayer,0,,,,,800,0,25,,,,,,HIGH_EXPLOSIVE,0,,,,1,,,,,,,0,0,20,1000,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Killboy Crash,ls_uh_oh_killboy_minelayer,0,,,,,2500,0,25,,,,,,HIGH_EXPLOSIVE,0,,,,1,,,,,,,600,0,20,1000,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,38.5
Lobbaa,ls_laobaa_lobba,0,,0,600,,100,,20,30,4,,,,HIGH_EXPLOSIVE,50,,0,1,3,0.5,0,10,4,4,,500,,,10,,,"SYSTEM,PD","no_drop, no_drop_salvage",,Orky?,,Против истребителей (по площади),,,,,,,,,,0.75
Compact Thermal Pulse Cannon,ls_ctpc,0,,100000,700,,225,,10,20,18,12,0.75,,ENERGY,175,,0,0.25,1,,0,10,2,5,,1000,,,,,,SHOW_IN_CODEX,"energy15, restricted",TPC_only,Orky,,Универсальное,,,,,,,,,,40
Frags,ls_frags,0,,300,600,,80,,5,30,0,,,,FRAGMENTATION,5,,,2,12,,45,45,45,1,,550,,,,,,"SYSTEM,PD","he0, no_drop, no_drop_salvage",,Orky,,,,,,,,,,,,2
Astrapi Electro-Pulse Cannon,ls_astrapi,3,,50000,1000,,500,1000,100,5,30,,,,ENERGY,1750,,1,4,,,,,,,,500,,,,,,SYSTEM,"no_drop, no_drop_salvage",,Lambda Lab,,Контроль зоны,,,,,"Projectile constantly generate energy arc to strike nearby target, dealing %s as energy damage and %s .",10% Weapon Damage| 10% Weapon EMP Damage,,,,
RAM Penetrator Launcher,ls_ramhorn_launcher,3,,10000,1600,,200,200,100,5,0,,,,KINETIC,0,,,3.4,3,0.2,0,0,0,,,1000,200,2,500,,,"SYSTEM,GUIDED_POOR","no_drop, no_drop_salvage",,Lambda Lab,,Против щитов,,,,,,,,,,
Lambda Mote,ls_782_mote,,,,500,,100,750,,,,,,,ENERGY,0,,0,1,1,,30,30,0,0,,400,200,6,500,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Lamblaster,ls_lamblaster,3,,15000,500,,600,,50,30,8,50,,,ENERGY,650,,0,5,2,0.2,,,,,,800,,,,,,"STRIKE, USE_VS_FRIGATES","no_drop_salvage, restricted",,Lambda Lab,,Ударное,,,,,Will reload 1 shot each time the ship it is on uses the Dance of Lights system.,200,,,,56.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,Orky,,System,,,,,,,,,,
#Boarding Rail,ls_boarding_pod,0,,300,1200,,450,1500,,20,2,1,0.01,1,HIGH_EXPLOSIVE,0,,,5,1,,,,,,,300,100,5.5,1200,,,"SYSTEM,DO_NOT_AIM,SHOW_IN_CODEX","missile6,no_drop, no_drop_salvage, damage_special",,Orky,,Абордаж,Fast,,,,"Launch a boarding pod that will approach enemy ship and attempt to board them with cutting beam and inflict the following penalties when hitting hull:

Up to %s engine and weapon malfunction chance
Up to %s penalty to autofire accuracy, weapon and engine repair time.
Up to %s additional Hull and Armor Damage taken

%s will not suffer risk to malfunction or accuracy penalty. 

these effect are maximized with %s/%s/%s/%s pods attacking the target depending on their hull size, and persist a while even after the pods are destroyed. 

While the beam is hitting hull, the boarding party has additional chance to cause minor explosion across the enemy ship, that could cause some damage or extra soft flux. ",2%|25%|10%|Automated Ships|2|4|6|8,,,,
Boarding Toob,ls_boarding_toob,0,,300,1200,,450,1500,,20,2,4,0.1,2,HIGH_EXPLOSIVE,0,,,10,2,0.5,,,,,,300,100,5.5,1200,,,"SYSTEM,DO_NOT_AIM,SHOW_IN_CODEX","missile6,no_drop, no_drop_salvage, damage_special",,Orky,,Абордаж,Fast,,,,"Launch a boarding pod that will approach enemy ship and attempt to board them with cutting beam and inflict the following penalties when hitting hull:

Up to %s engine and weapon malfunction chance
Up to %s penalty to autofire accuracy, weapon and engine repair time.
Up to %s additional Hull and Armor Damage taken

%s will not suffer risk to malfunction or accuracy penalty. 

these effect are maximized with %s/%s/%s/%s pods attacking the target depending on their hull size, and persist a while even after the pods are destroyed. 

While the beam is hitting hull, the boarding party has additional chance to cause minor explosion across the enemy ship, that could cause some damage or extra soft flux. ",2%|25%|10%|Automated Ships|2|4|6|8,,,,
Boarding Beam,ls_boarding_beam,0,,100000,1,30,,50,10,20,1,1,,,ENERGY,,1,0.5,0.5,15,0,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
Kommando Rail,ls_kommando_pod,0,,300,1200,,450,1500,,20,,1,0.01,1,HIGH_EXPLOSIVE,0,,,5,1,,,,,,,350,100,5.5,1200,,,"SYSTEM,DO_NOT_AIM,SHOW_IN_CODEX","missile6,no_drop, no_drop_salvage, damage_special",,Orky,,Абордаж,Fast,,,,"Launch a elite boarding pod that will approach enemy ship and attempt to board them with cutting beam and inflict the following penalties when hitting hull:

Up to %s engine and weapon malfunction chance
Up to %s penalty to autofire accuracy, weapon and engine repair time, and fighter refit time.
Up to %s penalty to flux dissipation and additional Shield, Hull and Armor Damage Taken

%s will only suffer repair speed and damage taken penalty.

these effect are maximized with %s/%s/%s/%s pods attacking the target depending on their hull size, and persist a while even after the pods are destroyed. 

Kommandos are experts at hitting targets a clumsy ork would've missed, therefore all the above penalty %s with those caused by regular boarding pods.

While the beam is hitting hull, the boarding party has additional chance to cause minor explosion across the enemy ship, that could cause some damage or extra soft flux. ",2%|25%|10%|Automated Ships|1|2|3|4|Stacks,,,,
Kommando Beam,ls_kommando_beam,0,,100000,1,30,,75,10,20,1,1,,,ENERGY,,1,0.5,0.5,15,0,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_hulk_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_kan_ds_pad_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_kan_ds_pad_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_kan_es_pad_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_kan_es_pad_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_mekbox_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_yaroudomo_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_onihime_front_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_onihime_front_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_onihime_tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_onihime_mid_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_onihime_mid_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_eagle_front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_megabommer_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_megabommer_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_megabommer_bombbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_star_krumpa_bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_smol_rok_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_lasher_es_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_scrapjet_es_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_scrapjet_es_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_phas_engine_l,,,0,300,,200,100,,,,,,,ENERGY,0,,,2.5,,,180,180,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_phas_engine_r,,,0,300,,200,100,,,,,,,ENERGY,0,,,2.5,,,180,180,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_phas_engine_exhaust,,,,400,,50,,,,,,,,ENERGY,0,,,1.5,20,0.05,,,,,,500,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_zzap_dummy,,,0,300,,150,75,,,,,,,FRAGMENTATION,0,,,1,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_smash_hamma_es_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_hellsquig_es_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_stheno_cover_l,,,0,300,,200,100,,,,,,,ENERGY,0,,,4,,,180,180,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_stheno_cover_r,,,0,300,,200,100,,,,,,,ENERGY,0,,,4,,,180,180,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_kan_bm_pad_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_kan_bm_pad_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_bursta_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_rapid_zzap_dummy,,,0,300,,100,75,,,,,,,FRAGMENTATION,0,,,1,30,0.05,360,360,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_spine_rippa_mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_comm_zzap_dummy,,,0,200,,50,50,,,,,,,FRAGMENTATION,0,,,1,3,0.1,360,360,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_kan_ba_pad_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_kan_ba_pad_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_deff_dread_pad_ba_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_deff_dread_pad_bm_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_deff_dread_pad_es_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_deff_dread_pad_ds_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_deff_dread_pad_ba_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_deff_dread_pad_bm_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,ls_deff_dread_pad_es_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_deff_dread_pad_ds_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_stompa_pad_ds_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_stompa_pad_ds_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_stompa_pad_ba_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_stompa_pad_ba_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_stompa_pad_bm_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_stompa_pad_bm_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_stompa_pad_es_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ls_stompa_pad_es_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
